YouTube URL,Chunk Number,Chunk Filename,Transcript,Processed Transcript,Topic
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,8,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk7.wav,music was loudly playing and the campaign was doing really well I went to the stage and the crowd was cheering wildly everybody was happy  I began speaking very strongly powerfully and happily  because I was discussing the great job by Administration did on immigration at the southern border we were very proud of,music loudly playing campaign went stage crowd cheering wildly everybody happy   began speaking strongly powerfully happily   discussing great job Administration immigration southern border proud,-1
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,9,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk8.wav,behind me and to the right was a large screen that was displaying a chart of border crossings under my leadership  the numbers were absolutely amazing in order to see the chart  I started to like this turn to my right,right large screen displaying chart border crossings leadership   numbers absolutely amazing order chart   started like turn right,1
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,10,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk9.wav,and was ready to begin a little bit further turn which I'm very lucky I didn't do when I heard a loud whistling sound and felt something hit me really really hard  when my right ear  I said to myself wow what was that  it can only be a bullet,ready begin little bit turn lucky heard loud whistling sound felt hit hard   right ear   said wow   bullet,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,11,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk10.wav,and move my right hand to my ear brought it down my hand was covered with blood just absolutely blood all over the place  I immediately knew it was very serious that we were under attack  and in one movement proceeded to drop to the ground  bullets for continuing to fly  I was very brave Secret Service,right hand ear brought hand covered blood absolutely blood place   immediately knew attack   movement proceeded drop ground   bullets continuing fly   brave Secret Service,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,12,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk11.wav,he's rushed to the stage and they really did they rush to the Stars  these are great people  at Great risk I will tell you and pounced on top of me  so that I would be protected  there was blood pouring everywhere and yet in a certain way I felt very safe because,rushed stage rush Stars   great people   Great risk tell pounced   protected   blood pouring certain way felt safe,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,13,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk12.wav,I had God on my side I felt that  the amazing thing is that prior to the shot if I had not moved my head at that very last instant the Assassin's bullet would have,God felt   amazing thing prior shot moved head instant Assassin bullet,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,14,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk13.wav,perfectly hit its Mark and I would not be here tonight we would not be together  the most incredible aspect of what took place on that terrible evening in the fading sun was actually seen later  in almost all cases as you probably know and when even a single bullet is fired just a single bullet  and we had many bullets that were being fired,perfectly hit Mark tonight   incredible aspect took place terrible evening fading sun actually seen later   cases probably know single bullet fired single bullet   bullets fired,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,15,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk14.wav,crowds Run for the exits or Stampede but not in this case very unusual  this massive crowd of tens of thousands of people stood by and didn't move an inch  in fact many of them bravely but automatically stood up looking for where the sniper would be the new immediately it was a sniper  and then be,crowds Run exits Stampede case unusual   massive crowd tens thousands people stood inch   fact bravely automatically stood looking sniper new immediately sniper  ,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,16,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk15.wav,and pointing at him you can see that if you look at the group behind me that was just a small group  compared to what was in front  nobody ran and by not stampeding many lives were saved  but that isn't the reason  that they didn't move the reason is that they knew I was in very serious trouble they saw that show me go down they sell the blood,pointing look group small group   compared   ran stampeding lives saved   reason   reason knew trouble saw sell blood,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,17,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk16.wav,and thought actually most did that I was dead they knew it was a shot to the Head they saw the blood and there's an interesting statistic the ears are the bloodiest part if something happens with the years they bleed more than any other part of the body for whatever reason the doctors told me that like I said why is there so much blood he said it's the years they bleed more so we learn something but they just,thought actually dead knew shot Head saw blood interesting statistic ears bloodiest happens years bleed body reason doctors told like said blood said years bleed learn,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,18,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk17.wav,they just as beautiful girl they didn't want to leave me they knew I was in trouble they didn't want to leave me and you can see that love written all over their faces  credible people  they're incredible people bullets were flying over us yet I felt Serene but now the Secret Service agents were putting themselves in Peril they weren't very,beautiful girl want leave knew trouble want leave love written faces   credible people   incredible people bullets flying felt Serene Secret Service agents putting Peril,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,19,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk18.wav,dangerous territory bullets were flying right over them missing them by a very small amount of inches  and then it all stopped  our secret service sniper from a much greater distance and with only one bullet used  took me Assassin's life he'll come out,dangerous territory bullets flying right missing small inches   stopped   secret service sniper greater distance bullet   took Assassin life come,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,20,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk19.wav,I'm not supposed to be here tonight not supposed to be here  thank you  but I'm not  and I'll tell you,supposed tonight supposed   thank     tell,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,21,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk20.wav,I stand before you and this Arena only by the grace of almighty God  and watching the report over the last few days many people say it was a providential moment probably was when I Rose surrounded by secret,stand Arena grace almighty God   watching report days people providential moment probably Rose surrounded secret,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,22,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk21.wav,the crowd was confused because they thought I was dead and there was great great sorrow I could see that on their faces since I looked at  they didn't know I was looking at they thought it was over  but I could see it and I  wanted to do something to let him know I was okay I raise my right arm looked at the thousands and thousands of people that were breathlessly waiting and started shouting fight,crowd confused thought dead great great sorrow faces looked   know looking thought     wanted let know okay raise right arm looked thousands thousands people breathlessly waiting started shouting fight,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,23,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk22.wav,fight  thank you  once my clenched fist one up  and always high into the air you've all seen that  the crowd realized I was okay and roared with pride for our country like no crowd,fight   thank   clenched fist   high air seen   crowd realized okay roared pride country like crowd,1
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,24,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk23.wav,I have ever heard before  never heard anything like it  for the rest of my life I will be grateful for the love shown by the giant audience of Patriots that stood bravely on that fateful evening in Pennsylvania  tragically the shooter claimed the life of one of our fellow Americans Corey,heard   heard like   rest life grateful love shown giant audience Patriots stood bravely fateful evening Pennsylvania   tragically shooter claimed life fellow Americans Corey,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,25,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk24.wav,imperator unbelievable person everybody tells me  unbelievable  and seriously wounded  two other great warriors spoke to them today  David Dutch and James copenhaver  hoop great people  I also spoke to all three families of these tremendous,imperator unbelievable person everybody tells   unbelievable   seriously wounded   great warriors spoke today   David Dutch James copenhaver   hoop great people   spoke families tremendous,-1
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,26,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk25.wav,April our love and prayers are with them and always will be whenever going to forget them they came for a Great Rally they were serious dumpsters I want to tell you that we're serious about space and still are but Corey unfortunately we have to use the past tense of his incredible he was a highly respected former fire chief respected by everybody was accompanied by his wife Helen credible woman I spoke to him today devastated,April love prayers going forget came Great Rally dumpsters want tell space Corey unfortunately use past tense incredible highly respected fire chief respected everybody accompanied wife Helen credible woman spoke today devastated,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,27,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk26.wav,and two precious daughters he lost his life selflessly acting as a human shield to protect them from flying bullets he went right over the top of them and was hit  What a fine man he was,precious daughters lost life selflessly acting human shield protect flying bullets went right hit   fine man,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,28,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk27.wav,,,6
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,29,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk28.wav,I want to thank the fire department and the family for sending  his helmet is outfit and it was just something that they're going to do something very special when they get it but we did something which could not match what happened not even close but I am very proud to say that over the past few days we've raised 6.3 million dollars,want thank fire department family sending   helmet outfit going special match happened close proud past days raised 6.3 million dollars,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,30,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk29.wav,for the families of David James  and Corey including from a friend of mine just called up he sent me a check right here I just got it $1000000  from Daniel and thank you then  and again when speaking to the family I told them I said well but it'd be sending you a lot,families David James   Corey including friend called sent check right got $ 1000000   Daniel thank   speaking family told said sending lot,-1
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,31,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk30.wav,money but it can't compensate they all said the same thing you're right sir we appreciate so much what you're doing but nothing can take the place in the case of Corey and the other two by the way they look very very seriously injured but now they're doing very well they got to be okay  it'll be going.  The Warriors so now I ask that we observe a,money compensate said thing right sir appreciate place case Corey way look seriously injured got okay   going .   Warriors ask observe,-1
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,32,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk31.wav,moment of silence in honor of our friend Corey  there is no greater love than to lay down one's life for others this is the spirit that forged America,moment silence honor friend Corey   greater love lay life spirit forged America,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,33,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk32.wav,in her Darkest Hours and this is the love that will lead America back to the summit of human achievement and greatness this is what we need  despite such a heinous attack will unite this evening more determined than ever I am more determined than ever and so are you so is everybody at work today,Darkest Hours love lead America summit human achievement greatness need   despite heinous attack unite evening determined determined everybody work today,3
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,34,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk33.wav,thank you  thank you very much  our resolve is unbroken and our purpose is unchanged to deliver a government that serves the American people better than ever before nothing will stop me,thank   thank   resolve unbroken purpose unchanged deliver government serves American people better stop,-1
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,35,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk34.wav,in this Mission because our vision is righteous and our cars is pure no matter what obstacle comes our way we will not break we will not Bend we will not back down and I will never stop fighting for you your family and our magnificent country  weather  and everything I have to give with all of them,Mission vision righteous cars pure matter obstacle comes way break Bend stop fighting family magnificent country   weather  ,-1
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,36,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk35.wav,energy and fight in my heart and soul I pledge to our nation tonight thank you very much I pledge that to our nation  can you turn our nation around and we going to do it very quickly thank you  this election should be about the issues facing our country and how to make America successful safe free and great again,energy fight heart soul pledge nation tonight thank pledge nation   turn nation going quickly thank   election issues facing country America successful safe free great,-1
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,37,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk36.wav,in an age when our politics too often divide us now is the time to remember that we are all fellow citizens we are one nation under God indivisible with liberty and justice for all  and we must not,age politics divide time remember fellow citizens nation God indivisible liberty justice  ,-1
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,38,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk37.wav,criminalize descent or demonize political disagreement which is what's been happening in our country lately at 11 that nobody has ever seen before and that Spirit the Democrat Party should immediately stop weaponizing the justice system and labeling their political opponent as an enemy of democracy  especially since that is not true in fact I am,criminalize descent demonize political disagreement happening country lately 11 seen Spirit Democrat Party immediately stop weaponizing justice system labeling political opponent enemy democracy   especially true fact,-1
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,39,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk38.wav,one saving democracy for the people of our country  and very big news as you probably just read on Monday and major ruling was handed down from a highly respected federal judge in Florida Aileen Cannon finding that the prosecutor and the fake documents case against me,saving democracy people country   big news probably read Monday major ruling handed highly respected federal judge Florida Aileen Cannon finding prosecutor fake documents case,3
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,40,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk39.wav,we're totally unconstitutional and the entire case was thrown out of court  with all of that publishing thrown out of court  if Democrats want to unify our country they should drop these partisan witch hunts which I have been going through for approximately 8 years  and they should do that without delay and allow it Alexa,totally unconstitutional entire case thrown court   publishing thrown court   Democrats want unify country drop partisan witch hunts going approximately 8 years   delay allow Alexa,3
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,41,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk40.wav,superseded that is worthy of our people we're going to win it anyway  Pat worthy of operation  on this journey I am deeply honored to be joined  by my amazing wife Melania,superseded worthy people going win   Pat worthy operation   journey deeply honored joined   amazing wife Melania,-1
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,42,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk41.wav,and Melania thank you very much you also did something really beautiful a letter to America calling for National unity and it really took the Republican Party by surprise I will tell you it was beautiful,Melania thank beautiful letter America calling National unity took Republican Party surprise tell beautiful,-1
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,43,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk42.wav,back some very serious people said that we should take that letter and put it as part of the Republican platform that would be an honor working this  write Miss a congressman  but it captivated so many so I also want to thank my entire family for being here Don Kimberly Ivanka and Jared Eric and Laura Tiffany and Michael Barron,people said letter Republican platform honor working   write Miss congressman   captivated want thank entire family Don Kimberly Ivanka Jared Eric Laura Tiffany Michael Barron,3
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,44,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk43.wav,we love our Baron  and of course my 10 wonderful grandchildren yourself you if I'm up there on my lap before  and how good was Dana was Danica moving out this weekend,love Baron   course 10 wonderful grandchildren lap   good Dana Danica moving weekend,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,45,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk44.wav,you know he was on  probably the only vacation is at in about 10 maybe ever  cuz he works but about 10 years with his wife very far away I won't tell you where but very very far away beautiful place and my people called and he said yeah I won't be able to do it this is many many years I promised my wife I can't do it and they came in they said Danny won't be able to do it cuz he was my first second and third choice  I said well you know,know   probably vacation 10 maybe   cuz works 10 years wife far away wo tell far away beautiful place people called said yeah wo able years promised wife came said Danny wo able cuz second choice   said know,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,46,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk45.wav,that's too bad but I understand he's away and that's good it's good for him and I would have said about 30 minutes later she came back into her Dana just called he's going to do it and his wife she said you can't turn him down you just can't do what you have to go that's a good wife  so he got enough playing he got,bad understand away good good said 30 minutes later came Dana called going wife said turn good wife   got playing got,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,47,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk46.wav,a little while ago and now he's going to get on the plane in a little while if he's going to go back home to his wife but they're great and I just want to thank her and him and the whole family cuz that's not easy and Kid Rock same thing called he said  he said I want to be a part of it  I want to be apart cuz you know kid does is Great song big big monster so I had no idea going to became a friend of mine over the last 10 years and he's amazing,little ago going plane little going home wife great want thank family cuz easy Kid Rock thing called said   said want   want apart cuz know kid Great song big big monster idea going friend 10 years amazing,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,48,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk47.wav,"everyone loves him I didn't even know how big he was you know he has rallies 35 40,000 people he gets every time it goes out I think he's making so much money doesn't know what the hell to do with if you want  and then we have my other friend that I've known him so long and we took that song and it was a big success but we made that I saw a chart of great songs to America that was number one on the charts recently number one cell","loves know big know rallies 35 40,000 people gets time goes think making money know hell want   friend known long took song big success saw chart great songs America number charts recently number cell",5
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,49,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk48.wav,that's Lee Greenwood very special beautiful person he's a beautiful man  but they all wanted to be here they called and and how about the hulkster how good was he is he at  where is he  Royal boy,Lee Greenwood special beautiful person beautiful man   wanted called hulkster good     Royal boy,-1
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,50,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk49.wav,do they make call it they make all that entertainment I know about entertainment but when he is to lift a 350 lb man over his shoulders and then bench press him to Rose into the audience I said maybe entertainment but he is one strong son of a gun. There are a lot of entertainers that could do that right  you were fantastic thank you very much  followed by,entertainment know entertainment lift 350 lb man shoulders bench press Rose audience said maybe entertainment strong son gun . lot entertainers right   fantastic thank   followed,-1
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,51,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk50.wav,what was that all about boy that was good I didn't want to really come up here  but he was so great any such a good young man he went through a lot of trouble and done last night was incredible they went through so much trouble they got subpoenaed more than any people probably at the history of the United States every week they got another subpoena from the Democrats crazy Nancy Pelosi the whole thing just boom boom boom,boy good want come   great good young man went lot trouble night incredible went trouble got subpoenaed people probably history United States week got subpoena Democrats crazy Nancy Pelosi thing boom boom boom,1
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,52,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk51.wav,they've got to stop that because they're destroying our country we have to work on making America great again not on beating people and we won we beat him in all we beat him in the impeachment we beat them on indictments we pay them but the time that you have to spend  the time that you have to spend if they would devote that genius to helping our country we have a much stronger and better country,got stop destroying country work making America great beating people won beat beat impeachment beat indictments pay time spend   time spend devote genius helping country stronger better country,-1
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,53,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk52.wav,and Jason the biggest star in Country music Jason thank you for being here  Jason thank you very much  Jason Aldean he's good I like his I like his wife even better by the way she used to  thank you Jason,Jason biggest star Country music Jason thank   Jason thank   Jason Aldean good like like wife better way   thank Jason,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,54,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk53.wav,I'm thrilled to have a new friend and partner Fighting by my side the next Vice President of the United States the current senator from Ohio J D Vance on his incredible y Lucia,thrilled new friend partner Fighting Vice President United States current senator Ohio J D Vance incredible y Lucia,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,55,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk54.wav,going to be a great  vice president is going to be great you'll be with this country and with this movement greatest movement in the history of our country make America great again when they criticized if they said we're going to try and stop my guy said Meg has big the America great again what are you going to stop there's nothing to stop  did they say or that's right very tough to find it  and all of the people that did try and try to have failed but he's going to be with us for a long,going great   vice president going great country movement greatest movement history country America great criticized said going try stop guy said Meg big America great going stop stop   right tough find   people try try failed going long,1
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,56,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk55.wav,time and it was an honor to select him great great students at Yale his wife was a great student at Yale they met at the all these are too smart people  so Jay Dee you're going to be doing this for a long time enjoy the ride  and a very special thank you to the Extraordinary People of Milwaukee and the great stay,time honor select great great students Yale wife great student Yale met smart people   Jay Dee going long time enjoy ride   special thank Extraordinary People Milwaukee great stay,2
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,57,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk56.wav,yeah they are that you are so easy to spot  and Green Bay can have a good team this year right they can have a good time  they're going to have a good time  most of the audience doesn't like it but it's true you have a very good team this year  and by the way Wisconsin we are spending over 200,yeah easy spot   Green Bay good team year right good time   going good time   audience like true good team year   way Wisconsin spending 200,-1
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,58,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk57.wav,50 million dollars are creating jobs and other Economic Development all over the place so I hope you will remember this in November and give us your phone I am trying to buy your boat  I'll be honest about that  and I promise we will make Wisconsin great again we're going to make us up,50 million dollars creating jobs Economic Development place hope remember November phone trying buy boat   honest   promise Wisconsin great going,0
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,59,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk58.wav,thank you and thank you very much thank you I'm here tonight to lay out a vision for the whole nation to every citizen whether you're a young or old man and woman Democrat Republican or independent black or white asian Or Hispanic I extend to you a hand of loyalty and our friendship together we will lead America to new heights of greatness like the world,thank thank thank tonight lay vision nation citizen young old man woman Democrat Republican independent black white asian Hispanic extend hand loyalty friendship lead America new heights greatness like world,1
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,60,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk59.wav,never seen before we were right there in the first term we got hit with a K we did a great job nobody knew what it was but nobody's ever seen an economy pre covered and then we handed over a stock market that was substantially higher than just prior to covid coming in did a great job never got credit for that we got credit for the war and defeating Isis and so many things the great economy the biggest tax cuts ever they biggest regulation Cuts Havre de Grace,seen right term got hit K great job knew seen economy pre covered handed stock market substantially higher prior covid coming great job got credit got credit war defeating Isis things great economy biggest tax cuts biggest regulation Cuts Havre de Grace,0
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,61,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk60.wav,tenant space for the rebuilding of our military we did so much  we just so much right to try right to try is a big deal but got right to try they were trying to get that for fifty-two years somebody is terminally ill and hopefully there's nobody in this audience but it does happen a lot that terminally ill and they can't use our new space-age drugs and other things that we aware had one of the greatest doctors in the world the greatest,tenant space rebuilding military   right try right try big deal got right try trying - years somebody terminally ill hopefully audience happen lot terminally ill use new space - age drugs things aware greatest doctors world greatest,-1
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,62,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk61.wav,Laboratories in the world and you can't do what they've been trying to get that approved for fifty-two years was it that easy the insurance companies didn't want to do it they didn't want to risk the labs didn't want to do it because if it didn't work people are pretty far down the line for death didn't want to do it the doctors didn't want to have it on their record so I got everybody into an office 52 years they tried sound simple but it's not and I got them to agree to that somebody that needs it well instead of going to Asia or Europe or someplace or if you,Laboratories world trying approved - years easy insurance companies want want risk labs want work people pretty far line death want doctors want record got everybody office 52 years tried sound simple got agree somebody needs instead going Asia Europe someplace,0
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,63,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk62.wav,no money going home and dying just died  we got them to sign an agreement agree to it where they're not going to do anybody they got to get all of this stuff they going to get it really fast and what's happened is with saving thousands and thousands of lives it's incredible right to try  it's a great feeling  under our leadership the United States will be respected again no Nation will question our power no enemy will,money going home dying died   got sign agreement agree going anybody got stuff going fast happened saving thousands thousands lives incredible right try   great feeling   leadership United States respected Nation question power enemy,-1
https://youtu.be/qc5NgBZXdtI?si=imCepjoyPvY2Jmcq,64,/Users/milanvaghani/Desktop/Unstructed Machine Learning/Audio Files/Donald Trump speaks at the RNC： FULL SPEECH_chunk63.wav,out or Mike our borders will be Totally Secure or economy Wilshire  we will return Law and Order to our streets patriotism to our schools and importantly we will restore peace and stability and Harmony all throughout the world  but to achieve this future we must first rescue our nation from failed and even incompetent leadership we have totally incompetent leader,Mike borders Totally Secure economy Wilshire   return Law Order streets patriotism schools importantly restore peace stability Harmony world   achieve future rescue nation failed incompetent leadership totally incompetent leader,-1
